Ano;Sigla da Unidade da Federação;Nome da Unidade da Federação;Nome do Município;Valor adicionado bruto da Agropecuária a preços correntes (R$ 1.000);Valor adicionado bruto da Indústria a preços correntes (R$ 1.000);Valor adicionado bruto dos Serviços a preços correntes (R$ 1.000);Valor adicionado bruto da Administração a preços correntes (R$ 1.000);Impostos, líquidos de subsídios, sobre produtos a preços correntes (R$ 1.000);Produto Interno Bruto per capita a preços correntes (R$ 1,00)
2010;RO;Rondônia;Alta Floresta D'Oeste;69260;16119;62496;93245;20957;10731.18
2010;RO;Rondônia;Ariquemes;73712;287139;494946;343868;165030;15103.86
2010;RO;Rondônia;Cabixi;24301;3253;12677;25170;4210;11033.62
2010;RO;Rondônia;Cacoal;95259;182052;465447;298454;145282;15095.15
2010;RO;Rondônia;Cerejeiras;28976;19734;80725;63018;29567;13037.06
2010;RO;Rondônia;Colorado do Oeste;35818;18306;54678;67462;16829;10380.21
2010;RO;Rondônia;Corumbiara;51206;7946;15591;34013;6013;13038.89
2010;RO;Rondônia;Costa Marques;19816;7732;22863;51078;6093;7852.78
2010;RO;Rondônia;Espigão D'Oeste;56433;34215;88492;102087;30560;10848.19
2010;RO;Rondônia;Guajará-Mirim;18630;22951;273295;156792;126499;14363.13
2010;RO;Rondônia;Jaru;103001;151693;262584;191572;88446;15319.96
2010;RO;Rondônia;Ji-Paraná;72553;317328;784714;410598;270166;15913.94
2010;RO;Rondônia;Machadinho D'Oeste;58164;24631;58463;111859;19085;8750.47
2010;RO;Rondônia;Nova Brasilândia D'Oeste;37229;10916;39381;73122;13004;8750.38
2010;RO;Rondônia;Ouro Preto do Oeste;77935;46098;161803;143687;47979;12585.36
2010;RO;Rondônia;Pimenta Bueno;36971;91904;201280;121975;88732;16023.63
2010;RO;Rondônia;Porto Velho;183897;2648996;3337276;1617722;1305933;21319.08
2010;RO;Rondônia;Presidente Médici;50118;20024;62352;82576;20518;10555.53
2010;RO;Rondônia;Rio Crespo;18632;2606;3950;14684;2063;12645.97
2010;RO;Rondônia;Rolim de Moura;45477;100575;224638;188566;68592;12390.44
2010;RO;Rondônia;Santa Luzia D'Oeste;27568;16087;16202;33346;5614;11120.68
2010;RO;Rondônia;Vilhena;45616;266175;617148;297886;220363;18995.20
2010;RO;Rondônia;São Miguel do Guaporé;69713;84835;63420;82097;24411;14867.85
2010;RO;Rondônia;Nova Mamoré;62857;22139;36735;82471;14228;9685.67
2010;RO;Rondônia;Alvorada D'Oeste;45707;8248;31599;62946;12189;9528.51
2010;RO;Rondônia;Alto Alegre dos Parecis;36601;7182;19892;48841;7458;9353.97
2010;RO;Rondônia;Alto Paraíso;39911;7213;30463;64529;10119;8879.79
2010;RO;Rondônia;Buritis;73365;34989;83316;114842;29752;10383.35
2010;RO;Rondônia;Novo Horizonte do Oeste;29924;6205;16454;37131;5706;9321.10
2010;RO;Rondônia;Cacaulândia;37439;2840;8660;23887;3875;13392.84
2010;RO;Rondônia;Campo Novo de Rondônia;41916;12640;12988;47571;5325;9506.68
2010;RO;Rondônia;Candeias do Jamari;24597;73256;42575;73130;14764;11541.88
2010;RO;Rondônia;Castanheiras;16323;1299;4075;16178;2061;11152.28
2010;RO;Rondônia;Chupinguaia;45081;37018;34750;37900;10967;19956.21
2010;RO;Rondônia;Cujubim;21896;75835;39323;58788;14375;13243.73
2010;RO;Rondônia;Governador Jorge Teixeira;48924;3849;11148;41859;5350;10570.72
2010;RO;Rondônia;Itapuã do Oeste;18231;13767;18357;33925;6410;10593.45
2010;RO;Rondônia;Ministro Andreazza;26704;4156;19584;40298;8950;9628.40
2010;RO;Rondônia;Mirante da Serra;26467;11966;25394;44314;6729;9678.04
2010;RO;Rondônia;Monte Negro;36157;20217;24584;54071;8387;10178.62
2010;RO;Rondônia;Nova União;28743;2700;7169;28774;3353;9434.33
2010;RO;Rondônia;Parecis;18597;3308;6234;19174;2673;10392.15
2010;RO;Rondônia;Pimenteiras do Oeste;23044;1889;4683;12033;2163;18868.24
2010;RO;Rondônia;Primavera de Rondônia;11494;2126;4319;15549;1617;9964.65
2010;RO;Rondônia;São Felipe D'Oeste;21959;2131;7742;24072;2822;9758.55
2010;RO;Rondônia;São Francisco do Guaporé;51832;12370;35417;61682;12309;10837.73
2010;RO;Rondônia;Seringueiras;32552;9383;21990;44405;8950;10067.89
2010;RO;Rondônia;Teixeirópolis;17942;3346;6483;19402;2828;10218.91
2010;RO;Rondônia;Theobroma;46691;4125;9698;40190;4831;9915.02
2010;RO;Rondônia;Urupá;37342;6954;20848;48770;7444;9357.65
2010;RO;Rondônia;Vale do Anari;35400;3401;11749;36326;4604;9772.49
2010;RO;Rondônia;Vale do Paraíso;37553;3387;11071;32508;4745;10861.88
2010;AC;Acre;Acrelândia;47611;7789;14441;48862;3211;9723.62
2010;AC;Acre;Assis Brasil;8971;1320;6147;24365;1214;6916.45
2010;AC;Acre;Brasiléia;39868;14310;41106;80677;14738;8895.37
2010;AC;Acre;Bujari;42108;2968;7356;32564;1269;10179.96
2010;AC;Acre;Capixaba;41125;19179;10229;33839;4159;12319.08
2010;AC;Acre;Cruzeiro do Sul;73861;69820;275200;286710;65449;9829.18
2010;AC;Acre;Epitaciolândia;21333;12323;44682;56235;10424;9585.95
2010;AC;Acre;Feijó;32449;14854;24542;122999;5677;6205.96
2010;AC;Acre;Jordão;5925;1049;3741;29859;660;6313.58
2010;AC;Acre;Mâncio Lima;17339;5591;11256;59886;1347;6258.61
2010;AC;Acre;Manoel Urbano;10298;1806;6822;34049;2828;6984.96
2010;AC;Acre;Marechal Thaumaturgo;22888;2905;8037;60915;1261;6760.91
2010;AC;Acre;Plácido de Castro;40249;4287;16953;68987;2157;7709.86
2010;AC;Acre;Porto Walter;14991;2402;5542;36569;814;6576.28
2010;AC;Acre;Rio Branco;74507;879742;2294596;1244495;632511;15264.78
2010;AC;Acre;Rodrigues Alves;49775;6121;11468;55198;1659;8666.21
2010;AC;Acre;Santa Rosa do Purus;4929;874;6727;22277;1048;7774.32
2010;AC;Acre;Senador Guiomard;47659;16379;33913;76932;9736;9160.90
2010;AC;Acre;Sena Madureira;66705;11152;42201;137147;7322;6962.55
2010;AC;Acre;Tarauacá;45545;7217;35690;133804;5707;6416.78
2010;AC;Acre;Xapuri;37763;3802;14605;59055;2034;7321.42
2010;AC;Acre;Porto Acre;38474;5732;11558;56321;2576;7744.26
2010;AM;Amazonas;Alvarães;10883;1923;7284;37368;907;4145.22
2010;AM;Amazonas;Amaturá;4456;1212;5044;25573;655;3825.29
2010;AM;Amazonas;Anamã;13942;1880;6578;27372;2140;5093.04
2010;AM;Amazonas;Anori;11822;2453;10326;38674;1149;3955.06
2010;AM;Amazonas;Apuí;34297;5267;19655;46231;-932;5787.57
2010;AM;Amazonas;Atalaia do Norte;11409;2481;13008;40730;1268;4547.86
2010;AM;Amazonas;Autazes;41343;5563;21487;82527;3865;4855.85
2010;AM;Amazonas;Barcelos;8823;5596;13357;64421;1466;3642.34
2010;AM;Amazonas;Barreirinha;21195;3709;18394;71137;3547;4312.08
2010;AM;Amazonas;Benjamin Constant;21926;5552;22230;84252;3182;4107.13
2010;AM;Amazonas;Beruri;15079;2705;11543;43212;1469;4774.69
2010;AM;Amazonas;Boa Vista do Ramos;8342;1613;7460;36719;942;3691.16
2010;AM;Amazonas;Boca do Acre;28061;14199;30587;74415;4627;5083.29
2010;AM;Amazonas;Borba;37503;6054;24208;85192;3575;4543.48
2010;AM;Amazonas;Caapiranga;20627;2700;8605;30607;4322;6128.94
2010;AM;Amazonas;Canutama;5327;1676;8301;32965;1125;3881.01
2010;AM;Amazonas;Carauari;33952;7069;25276;60341;3058;5046.59
2010;AM;Amazonas;Careiro;31556;7981;19561;81145;3484;4404.60
2010;AM;Amazonas;Careiro da Várzea;105540;7434;14047;57565;3437;7846.37
2010;AM;Amazonas;Coari;66105;1228576;365750;245317;93045;26331.44
2010;AM;Amazonas;Codajás;38429;5065;15907;53660;7542;5216.63
2010;AM;Amazonas;Eirunepé;43832;6389;25346;73909;2302;4949.36
2010;AM;Amazonas;Envira;15839;2755;11152;41340;604;4390.63
2010;AM;Amazonas;Fonte Boa;16950;3409;14773;58933;1597;4221.81
2010;AM;Amazonas;Guajará;8426;1391;7373;33788;668;3669.58
2010;AM;Amazonas;Humaitá;29015;12755;62358;104513;8908;4931.32
2010;AM;Amazonas;Ipixuna;8063;1938;8439;50339;874;3137.70
2010;AM;Amazonas;Iranduba;87087;33343;60229;108521;17265;7522.91
2010;AM;Amazonas;Itacoatiara;143098;146818;267346;229313;63062;9783.93
2010;AM;Amazonas;Itamarati;12456;1744;5981;21919;885;5346.36
2010;AM;Amazonas;Itapiranga;7714;36352;12429;21130;4404;10003.53
2010;AM;Amazonas;Japurá;5448;1050;4116;21105;871;4471.09
2010;AM;Amazonas;Juruá;11578;1791;5723;28627;1028;4504.41
2010;AM;Amazonas;Jutaí;30015;3162;11322;43907;1341;4995.84
2010;AM;Amazonas;Lábrea;75659;6922;30402;88867;3474;5464.54
2010;AM;Amazonas;Manacapuru;221296;42485;149995;201044;32620;7604.06
2010;AM;Amazonas;Manaquiri;53493;3763;10940;54445;2073;5468.23
2010;AM;Amazonas;Manaus;148223;19604595;15828206;4495022;10092774;27832.52
2010;AM;Amazonas;Manicoré;74970;15869;42124;113560;4927;5348.76
2010;AM;Amazonas;Maraã;7480;1979;6689;47556;1349;3746.48
2010;AM;Amazonas;Maués;80230;9009;41683;133114;7575;5238.70
2010;AM;Amazonas;Nhamundá;9582;2327;11605;44734;1417;3811.38
2010;AM;Amazonas;Nova Olinda do Norte;21986;4661;19613;79542;2835;4181.81
2010;AM;Amazonas;Novo Airão;8130;10427;14875;38715;1700;4996.36
2010;AM;Amazonas;Novo Aripuanã;13894;3022;9577;50439;1151;3650.66
2010;AM;Amazonas;Parintins;136438;28100;140885;252208;20707;5666.31
2010;AM;Amazonas;Pauini;14794;2698;10161;47515;1518;4224.43
2010;AM;Amazonas;Presidente Figueiredo;51177;83922;64566;99135;15735;11597.48
2010;AM;Amazonas;Rio Preto da Eva;62947;21315;39417;61905;8279;7526.33
2010;AM;Amazonas;Santa Isabel do Rio Negro;8678;1914;9105;43999;1680;3605.38
2010;AM;Amazonas;Santo Antônio do Içá;11573;2242;9438;58942;1307;3410.03
2010;AM;Amazonas;São Gabriel da Cachoeira;7035;7791;45218;97072;5466;4358.80
2010;AM;Amazonas;São Paulo de Olivença;12062;3298;13419;77848;2252;3464.62
2010;AM;Amazonas;São Sebastião do Uatumã;6903;1759;7165;25953;833;3986.98
2010;AM;Amazonas;Silves;14365;2047;7335;23488;1135;5727.64
2010;AM;Amazonas;Tabatinga;13029;14140;71043;125621;13245;4534.86
2010;AM;Amazonas;Tapauá;17900;2587;9918;52524;1430;4422.04
2010;AM;Amazonas;Tefé;69925;32751;87482;146577;13435;5703.17
2010;AM;Amazonas;Tonantins;6320;1551;7098;42521;1084;3434.16
2010;AM;Amazonas;Uarini;29866;3306;9902;33669;1817;6598.27
2010;AM;Amazonas;Urucará;35990;4646;13657;45538;2189;5994.47
2010;AM;Amazonas;Urucurituba;15277;3063;10846;43184;1218;4150.26
2010;RR;Roraima;Amajari;12974;1366;3874;57495;1192;8242.36
2010;RR;Roraima;Alto Alegre;14049;3215;9734;104729;3241;8287.33
2010;RR;Roraima;Boa Vista;10877;741783;1935903;1920305;514388;18023.26
2010;RR;Roraima;Bonfim;22497;4462;8871;70558;2180;9913.94
2010;RR;Roraima;Cantá;13208;7925;11965;86768;4855;9052.13
2010;RR;Roraima;Caracaraí;9496;11330;24366;120754;8448;9486.16
2010;RR;Roraima;Caroebe;9845;2673;7536;51588;1675;9035.99
2010;RR;Roraima;Iracema;4755;7040;9452;52435;2645;8797.54
2010;RR;Roraima;Mucajaí;11260;9637;25612;92803;7941;9940.08
2010;RR;Roraima;Normandia;9815;2192;6051;55718;666;8339.93
2010;RR;Roraima;Pacaraima;5371;4898;18383;69616;4545;9840.51
2010;RR;Roraima;Rorainópolis;13604;14594;41415;157924;13928;9437.01
2010;RR;Roraima;São João da Baliza;4777;4665;9601;43385;3582;9738.90
2010;RR;Roraima;São Luiz;5101;1988;8340;42111;2167;8845.36
2010;RR;Roraima;Uiramutã;1020;966;1809;50845;370;6752.15
2010;PA;Pará;Abaetetuba;71933;31240;201655;241973;36993;4138.79
2010;PA;Pará;Abel Figueiredo;22232;3927;10938;14548;1955;7891.45
2010;PA;Pará;Acará;225733;47125;51364;106767;9778;8222.51
2010;PA;Pará;Afuá;55457;9665;20205;72155;3811;4606.14
2010;PA;Pará;Água Azul do Norte;62260;46265;17440;40876;14032;7217.32
2010;PA;Pará;Alenquer;170232;22087;62027;99358;8109;6863.69
2010;PA;Pará;Almeirim;38370;321313;96869;72693;47623;17135.52
2010;PA;Pará;Altamira;111658;116091;348288;191488;74883;8020.64
2010;PA;Pará;Anajás;25526;4982;14066;47640;3163;3850.30
2010;PA;Pará;Ananindeua;8836;670904;2171689;748824;500259;8692.24
2010;PA;Pará;Anapu;37293;13497;18355;38227;4180;5443.39
2010;PA;Pará;Augusto Corrêa;29264;4894;22115;73510;3526;3291.63
2010;PA;Pará;Aurora do Pará;108570;18463;24403;58720;2805;8012.37
2010;PA;Pará;Aveiro;14079;1916;6301;32841;810;3548.43
2010;PA;Pará;Bagre;25570;2929;9605;39514;1227;3305.18
2010;PA;Pará;Baião;70386;8796;20141;66098;3853;4586.50
2010;PA;Pará;Bannach;20682;607;3702;8473;751;9963.57
2010;PA;Pará;Barcarena;52462;842954;565802;225233;540699;22316.13
2010;PA;Pará;Belém;32769;2682845;10859049;2378641;2847736;13506.19
2010;PA;Pará;Belterra;56938;6080;15068;30697;1088;6730.66
2010;PA;Pará;Benevides;7816;231197;142985;84023;114825;11242.99
2010;PA;Pará;Bom Jesus do Tocantins;36340;3293;17259;26976;2967;5695.65
2010;PA;Pará;Bonito;22916;2848;7245;22658;1122;4166.41
2010;PA;Pará;Bragança;83843;30975;175152;189859;29443;4500.26
2010;PA;Pará;Brasil Novo;43259;4054;19785;32839;4567;5818.72
2010;PA;Pará;Brejo Grande do Araguaia;12540;1120;6161;13971;1410;4806.60
2010;PA;Pará;Breu Branco;46730;299673;80473;95169;12007;10173.00
2010;PA;Pará;Breves;28129;32580;96994;185188;20550;3913.63
2010;PA;Pará;Bujaru;137623;15414;25882;45494;3684;8875.36
2010;PA;Pará;Cachoeira do Piriá;15211;3852;8875;47045;1690;2895.96
2010;PA;Pará;Cachoeira do Arari;30564;2517;8310;35885;1265;3838.76
2010;PA;Pará;Cametá;135101;16656;95310;213897;14047;3928.83
2010;PA;Pará;Canaã dos Carajás;28604;1666397;281700;71832;71559;79323.98
2010;PA;Pará;Capanema;14267;167301;239051;104114;76731;9452.82
2010;PA;Pará;Capitão Poço;65245;10784;61559;85558;9477;4482.20
2010;PA;Pará;Castanhal;73235;339856;808554;302950;214329;10046.01
2010;PA;Pará;Chaves;31100;4064;5389;40471;1681;3912.62
2010;PA;Pará;Colares;10250;1515;7612;21447;1271;3698.33
2010;PA;Pará;Conceição do Araguaia;41559;51222;104592;78498;23163;6567.85
2010;PA;Pará;Concórdia do Pará;40600;8162;27578;55102;5244;4843.39
2010;PA;Pará;Cumaru do Norte;76538;2187;7224;20698;1330;10305.11
2010;PA;Pará;Curionópolis;37978;12079;24464;34462;7312;6356.66
2010;PA;Pará;Curralinho;21242;2737;11707;55457;1679;3247.58
2010;PA;Pará;Curuá;52103;4236;10252;25962;1281;7652.47
2010;PA;Pará;Curuçá;31402;4563;25838;67452;3516;3849.54
2010;PA;Pará;Dom Eliseu;78212;29142;90268;93649;20562;6076.46
2010;PA;Pará;Eldorado do Carajás;39856;48403;36778;58425;16864;6310.48
2010;PA;Pará;Faro;7453;1284;4952;15200;631;3608.43
2010;PA;Pará;Floresta do Araguaia;72780;119332;35806;33798;9319;15205.38
2010;PA;Pará;Garrafão do Norte;46681;5618;16823;49732;2172;4831.21
2010;PA;Pará;Goianésia do Pará;28888;25868;45257;59836;10933;5610.99
2010;PA;Pará;Gurupá;25585;3437;15834;56063;2824;3569.98
2010;PA;Pará;Igarapé-Açu;29074;9353;34388;58087;5918;3817.19
2010;PA;Pará;Igarapé-Miri;74174;9094;35825;110428;7561;4086.01
2010;PA;Pará;Inhangapi;17037;4123;5956;17440;1330;4559.36
2010;PA;Pará;Ipixuna do Pará;98362;148013;44673;85994;10724;7546.60
2010;PA;Pará;Irituia;22680;4173;23901;51144;3850;3369.70
2010;PA;Pará;Itaituba;89087;352893;228433;174533;61160;9308.39
2010;PA;Pará;Itupiranga;84693;9712;46842;92631;7457;4708.23
2010;PA;Pará;Jacareacanga;14242;5274;12178;65987;1979;7098.32
2010;PA;Pará;Jacundá;25304;35742;89744;93616;18714;5121.54
2010;PA;Pará;Juruti;83537;180630;92094;99878;24611;10202.06
2010;PA;Pará;Limoeiro do Ajuru;128886;3305;10841;48747;2181;7749.71
2010;PA;Pará;Mãe do Rio;29019;21848;56257;55249;12598;6273.19
2010;PA;Pará;Magalhães Barata;12745;1498;5265;14203;760;4247.79
2010;PA;Pará;Marabá;91777;821161;1501220;469749;574718;14814.51
2010;PA;Pará;Maracanã;30212;4358;20165;54875;2712;3958.34
2010;PA;Pará;Marapanim;24646;4178;23302;45731;2573;3774.86
2010;PA;Pará;Marituba;4606;144135;302734;193443;87253;6763.64
2010;PA;Pará;Medicilândia;145266;15115;46982;48628;2226;9409.59
2010;PA;Pará;Melgaço;11662;1825;7706;46635;1405;2792.87
2010;PA;Pará;Mocajuba;51509;4116;20420;49513;3284;4817.39
2010;PA;Pará;Moju;133335;46679;61807;135181;21705;5702.24
2010;PA;Pará;Monte Alegre;154540;42081;77206;108918;11491;7108.61
2010;PA;Pará;Muaná;52826;4770;14479;66200;2328;4106.78
2010;PA;Pará;Nova Esperança do Piriá;38420;5015;14293;38767;1972;4884.44
2010;PA;Pará;Nova Ipixuna;16586;4989;14690;27853;3236;4599.09
2010;PA;Pará;Nova Timboteua;13462;2548;13688;24562;2036;4121.23
2010;PA;Pará;Novo Progresso;149542;22018;60331;48418;13303;11694.93
2010;PA;Pará;Novo Repartimento;118698;24105;67119;124237;13792;5600.91
2010;PA;Pará;Óbidos;175633;25339;64728;85429;12040;7373.38
2010;PA;Pará;Oeiras do Pará;74950;5042;16182;55061;2986;5393.31
2010;PA;Pará;Oriximiná;158048;917218;367204;133609;59467;25976.29
2010;PA;Pará;Ourém;33461;5879;20511;27305;3000;5532.40
2010;PA;Pará;Ourilândia do Norte;31127;93190;89071;60148;52492;11828.06
2010;PA;Pará;Pacajá;87888;24386;35759;68386;8528;5616.38
2010;PA;Pará;Palestina do Pará;11162;3171;5978;14733;1001;4814.51
2010;PA;Pará;Paragominas;164663;563925;382022;192563;124065;14595.23
2010;PA;Pará;Parauapebas;56643;11965462;2240150;329392;393522;97342.96
2010;PA;Pará;Pau D'Arco;20759;1484;5385;14058;846;7054.60
2010;PA;Pará;Peixe-Boi;6677;1442;4970;14366;651;3572.21
2010;PA;Pará;Piçarra;43187;5085;12727;25159;3054;7022.85
2010;PA;Pará;Placas;50345;6853;13159;39609;1605;4662.34
2010;PA;Pará;Ponta de Pedras;49281;2558;13095;44527;1965;4287.42
2010;PA;Pará;Portel;76116;28996;48513;100736;10411;5075.56
2010;PA;Pará;Porto de Moz;33252;6915;21029;65838;4358;3870.06
2010;PA;Pará;Prainha;63565;6722;14471;54976;1767;4835.15
2010;PA;Pará;Primavera;5075;1473;8072;19055;1204;3396.84
2010;PA;Pará;Quatipuru;12598;1237;6738;21550;877;3464.69
2010;PA;Pará;Redenção;44041;104242;386979;134084;83097;9965.47
2010;PA;Pará;Rio Maria;38266;55990;52709;34004;20480;11367.17
2010;PA;Pará;Rondon do Pará;106700;38885;87698;82802;17795;7107.76
2010;PA;Pará;Rurópolis;39213;11272;25064;68874;5323;3737.27
2010;PA;Pará;Salinópolis;7893;9367;83795;65416;10279;4722.13
2010;PA;Pará;Salvaterra;13190;4199;20635;36462;2532;3815.81
2010;PA;Pará;Santa Bárbara do Pará;4754;16022;16278;29836;4655;4170.77
2010;PA;Pará;Santa Cruz do Arari;14756;661;3377;14454;451;4128.19
2010;PA;Pará;Santa Izabel do Pará;48054;60091;119970;103317;35267;6165.47
2010;PA;Pará;Santa Luzia do Pará;19145;3904;14280;34728;2078;3817.07
2010;PA;Pará;Santa Maria das Barreiras;71186;3380;14081;33886;2784;7286.67
2010;PA;Pará;Santa Maria do Pará;56085;9031;41613;38791;7013;6622.39
2010;PA;Pará;Santana do Araguaia;79949;64894;72371;86325;26229;5874.85
2010;PA;Pará;Santarém;338364;253149;1012249;515871;190058;7835.47
2010;PA;Pará;Santarém Novo;5530;1027;3946;13343;489;3960.06
2010;PA;Pará;Santo Antônio do Tauá;61394;9930;22010;38444;4227;5098.97
2010;PA;Pará;São Caetano de Odivelas;15760;1850;9788;29215;1259;3426.16
2010;PA;Pará;São Domingos do Araguaia;29613;4321;31061;43458;5237;4913.13
2010;PA;Pará;São Domingos do Capim;64828;7003;22406;53220;3661;5066.49
2010;PA;Pará;São Félix do Xingu;210805;22174;88077;156137;17861;5422.71
2010;PA;Pará;São Francisco do Pará;38138;5091;22860;26962;3443;6349.96
2010;PA;Pará;São Geraldo do Araguaia;55692;9526;43981;49321;7919;6505.60
2010;PA;Pará;São João da Ponta;7711;963;3225;10862;394;4397.92
2010;PA;Pará;São João de Pirabas;13011;4796;15447;38545;2970;3621.83
2010;PA;Pará;São João do Araguaia;17235;2030;8689;25048;1397;4137.06
2010;PA;Pará;São Miguel do Guamá;123829;35084;69270;94957;15190;6566.07
2010;PA;Pará;São Sebastião da Boa Vista;37505;5472;11897;40919;2530;4295.48
2010;PA;Pará;Sapucaia;23892;1942;13564;11770;2958;10724.45
2010;PA;Pará;Senador José Porfírio;17639;2723;9463;26404;1507;4441.94
2010;PA;Pará;Soure;13534;4505;24701;40994;3114;3776.80
2010;PA;Pará;Tailândia;42565;80530;106041;138750;54315;5324.16
2010;PA;Pará;Terra Alta;7429;1592;6693;18213;970;3403.26
2010;PA;Pará;Terra Santa;14545;8607;14881;31855;2096;4246.36
2010;PA;Pará;Tomé-Açu;73129;59736;82014;100600;20434;5943.89
2010;PA;Pará;Tracuateua;27072;4456;13457;48854;1864;3484.42
2010;PA;Pará;Trairão;40088;8512;19313;31070;4532;6130.60
2010;PA;Pará;Tucumã;52093;77924;119858;61541;36942;10352.08
2010;PA;Pará;Tucuruí;43415;1917159;296431;236451;72650;26425.00
2010;PA;Pará;Ulianópolis;288336;98557;67515;71562;19261;12578.85
2010;PA;Pará;Uruará;79656;36965;65797;99328;12842;4919.56
2010;PA;Pará;Vigia;32976;8538;51789;78166;8705;3761.31
2010;PA;Pará;Viseu;82288;10829;34428;104729;5235;4190.27
2010;PA;Pará;Vitória do Xingu;48143;3517;14004;24650;2442;6881.03
2010;PA;Pará;Xinguara;63129;113862;190464;77579;55222;12329.78
2010;AP;Amapá;Serra do Navio;2353;388;7165;26254;1403;8519.72
2010;AP;Amapá;Amapá;12269;870;15068;45309;4111;9697.40
2010;AP;Amapá;Pedra Branca do Amapari;3691;56846;38906;63897;8619;15962.07
2010;AP;Amapá;Calçoene;7975;5219;17063;49779;3451;9313.41
2010;AP;Amapá;Cutias;7014;340;4040;26582;1527;8524.48
2010;AP;Amapá;Ferreira Gomes;3308;18291;10302;35320;2286;12042.21
2010;AP;Amapá;Itaubal;5827;284;2866;23112;544;7647.71
2010;AP;Amapá;Laranjal do Jari;6494;12261;95650;215880;16516;8712.54
2010;AP;Amapá;Macapá;27009;332920;2484875;2170640;488452;13831.91
2010;AP;Amapá;Mazagão;14121;20028;19292;92658;4847;8863.52
2010;AP;Amapá;Oiapoque;11296;6418;53203;112586;9869;9466.92
2010;AP;Amapá;Porto Grande;55791;10123;35973;92743;17356;12599.43
2010;AP;Amapá;Pracuúba;8772;724;3185;22677;1769;9813.84
2010;AP;Amapá;Santana;8692;111680;335625;550814;68617;10626.45
2010;AP;Amapá;Tartarugalzinho;17405;2965;10294;67434;3579;8176.59
2010;AP;Amapá;Vitória do Jari;3995;3749;16309;77098;3134;8379.70
2010;TO;Tocantins;Abreulândia;4355;730;2404;8231;514;6801.19
2010;TO;Tocantins;Aguiarnópolis;3534;9205;24163;17180;11175;12651.50
2010;TO;Tocantins;Aliança do Tocantins;8487;2060;11439;19360;5417;8257.79
2010;TO;Tocantins;Almas;24569;3026;8820;23043;3484;8287.33
2010;TO;Tocantins;Alvorada;15371;48134;36197;26239;18430;17228.15
2010;TO;Tocantins;Ananás;9146;2166;16478;30962;3019;6256.56
2010;TO;Tocantins;Angico;2417;8222;3487;10688;410;7959.39
2010;TO;Tocantins;Aparecida do Rio Negro;10219;1906;5737;13084;1195;7628.97
2010;TO;Tocantins;Aragominas;10429;1379;3865;18432;739;5923.83
2010;TO;Tocantins;Araguacema;8426;1688;6252;19432;1296;5872.07
2010;TO;Tocantins;Araguaçu;31567;10881;22421;28321;4207;11085.54
2010;TO;Tocantins;Araguaína;35034;309755;941162;456048;238669;13158.83
2010;TO;Tocantins;Araguanã;10080;1977;6835;17316;1005;7398.08
2010;TO;Tocantins;Araguatins;28355;7981;53954;93625;9447;6172.94
2010;TO;Tocantins;Arapoema;15113;2845;11787;22304;2054;8024.70
2010;TO;Tocantins;Arraias;53188;8675;19803;31969;3594;11014.64
2010;TO;Tocantins;Augustinópolis;6142;9795;31993;46468;7288;6369.28
2010;TO;Tocantins;Aurora do Tocantins;5327;1223;3274;11437;528;6322.88
2010;TO;Tocantins;Axixá do Tocantins;5764;1956;12632;29922;2018;5637.87
2010;TO;Tocantins;Babaçulândia;8750;5283;8181;32667;3731;5610.98
2010;TO;Tocantins;Bandeirantes do Tocantins;14454;12488;5933;11036;1385;14499.46
2010;TO;Tocantins;Barra do Ouro;7699;1170;3141;12534;914;6174.64
2010;TO;Tocantins;Barrolândia;7636;2544;9326;16466;2127;7126.68
2010;TO;Tocantins;Bernardo Sayão;12116;2245;5642;15958;1887;8472.75
2010;TO;Tocantins;Bom Jesus do Tocantins;10466;1140;4076;12574;594;7656.38
2010;TO;Tocantins;Brasilândia do Tocantins;5510;902;3386;8432;741;9182.11
2010;TO;Tocantins;Brejinho de Nazaré;15440;3875;8798;17677;2823;9370.16
2010;TO;Tocantins;Buriti do Tocantins;3011;2804;11905;29128;2461;5047.09
2010;TO;Tocantins;Cachoeirinha;1904;617;2088;8092;395;6097.27
2010;TO;Tocantins;Campos Lindos;68589;14797;36385;26532;14930;19809.89
2010;TO;Tocantins;Cariri do Tocantins;13020;3849;24555;13020;9482;17028.96
2010;TO;Tocantins;Carmolândia;6111;860;4141;8865;901;9057.65
2010;TO;Tocantins;Carrasco Bonito;1617;943;3154;12887;457;5164.79
2010;TO;Tocantins;Caseara;5899;1347;5727;14590;1153;6241.14
2010;TO;Tocantins;Centenário;2960;716;2094;9165;345;5956.67
2010;TO;Tocantins;Chapada de Areia;3486;784;1240;5317;300;8335.08
2010;TO;Tocantins;Chapada da Natividade;9300;1337;4583;11401;1016;8426.03
2010;TO;Tocantins;Colinas do Tocantins;14326;46550;120400;101544;31671;10184.62
2010;TO;Tocantins;Combinado;3889;1995;7765;14187;1661;6317.98
2010;TO;Tocantins;Conceição do Tocantins;2945;1346;5995;13748;1403;6082.46
2010;TO;Tocantins;Couto Magalhães;8457;1523;9671;16244;2572;7679.44
2010;TO;Tocantins;Cristalândia;9317;5285;15522;21904;2363;7535.70
2010;TO;Tocantins;Crixás do Tocantins;6293;717;3353;6505;2053;12082.00
2010;TO;Tocantins;Darcinópolis;10491;1728;8624;16812;2304;7577.99
2010;TO;Tocantins;Dianópolis;97782;23692;67952;60093;14838;13833.45
