Ano;Sigla da Unidade da Federação;Nome da Unidade da Federação;Nome do Município;Valor adicionado bruto da Agropecuária a preços correntes (R$ 1.000);Valor adicionado bruto da Indústria a preços correntes (R$ 1.000);Valor adicionado bruto dos Serviços a preços correntes (R$ 1.000);Valor adicionado bruto da Administração a preços correntes (R$ 1.000);Impostos, líquidos de subsídios, sobre produtos a preços correntes (R$ 1.000);Produto Interno Bruto per capita a preços correntes (R$ 1,00)
2013;GO;Goiás;Luziânia;252205;939767;1090703;550414;271790;16499.43
2013;GO;Goiás;Mairipotaba;21742;1959;7388;10894;1508;17875.13
2013;GO;Goiás;Mambaí;2215;3579;25401;22643;7840;8119.80
2013;GO;Goiás;Mara Rosa;42819;12440;47333;33554;9262;13704.80
2013;GO;Goiás;Marzagão;9792;1704;12041;10485;2706;16932.67
2013;GO;Goiás;Matrinchã;25925;3987;21417;16031;3919;15804.74
2013;GO;Goiás;Maurilândia;57628;12643;51575;37734;8869;13461.98
2013;GO;Goiás;Mimoso de Goiás;40457;3860;8813;10391;1659;23875.17
2013;GO;Goiás;Minaçu;22327;568733;192425;125717;55559;30740.51
2013;GO;Goiás;Mineiros;363221;360179;680068;203260;181808;30803.89
2013;GO;Goiás;Moiporá;11258;1367;5406;8666;1176;15981.89
2013;GO;Goiás;Monte Alegre de Goiás;22283;2213;12251;24592;3085;7889.20
2013;GO;Goiás;Montes Claros de Goiás;96607;11392;63436;27780;14438;26023.43
2013;GO;Goiás;Montividiu;340141;58645;163986;48297;31812;55368.37
2013;GO;Goiás;Montividiu do Norte;18574;2259;8606;15223;1877;10760.47
2013;GO;Goiás;Morrinhos;275141;213261;365234;133833;102846;24897.56
2013;GO;Goiás;Morro Agudo de Goiás;9125;1210;6747;9801;1364;11833.79
2013;GO;Goiás;Mossâmedes;28079;5737;14426;16815;3277;13832.98
2013;GO;Goiás;Mozarlândia;34322;208121;135335;48463;47472;32988.41
2013;GO;Goiás;Mundo Novo;39852;4181;18547;21292;4129;14239.74
2013;GO;Goiás;Mutunópolis;15592;1989;8785;15354;1615;11032.32
2013;GO;Goiás;Nazário;19758;35930;37805;24768;11499;15409.15
2013;GO;Goiás;Nerópolis;23074;217500;201056;92027;85645;23490.45
2013;GO;Goiás;Niquelândia;163574;395670;281017;148696;57359;23491.60
2013;GO;Goiás;Nova América;7577;1405;6416;10965;1384;11847.83
2013;GO;Goiás;Nova Aurora;11843;1646;7691;9283;1504;14834.18
2013;GO;Goiás;Nova Crixás;126370;10420;66460;43537;12374;20752.79
2013;GO;Goiás;Nova Glória;25444;5684;29261;25020;5696;10553.10
2013;GO;Goiás;Nova Iguaçu de Goiás;10927;1385;6768;10884;1286;10680.17
2013;GO;Goiás;Nova Roma;13309;905;5363;12579;1111;9494.12
2013;GO;Goiás;Nova Veneza;13561;56002;38799;26951;14063;16963.06
2013;GO;Goiás;Novo Brasil;21595;2917;12552;12989;2777;15334.92
2013;GO;Goiás;Novo Gama;3080;60069;309858;267202;45167;6648.65
2013;GO;Goiás;Novo Planalto;26304;3315;11644;15180;2320;13977.96
2013;GO;Goiás;Orizona;135650;48505;96898;46567;23988;23403.14
2013;GO;Goiás;Ouro Verde de Goiás;98828;10716;19555;15640;3924;36598.50
2013;GO;Goiás;Ouvidor;18235;197078;53487;27140;42089;56974.50
2013;GO;Goiás;Padre Bernardo;154360;35472;117555;96395;20134;14102.76
2013;GO;Goiás;Palestina de Goiás;33113;2983;14166;13024;3755;19253.76
2013;GO;Goiás;Palmeiras de Goiás;112825;294800;225059;77355;85259;31265.40
2013;GO;Goiás;Palmelo;4665;1558;7917;10678;1265;10836.22
2013;GO;Goiás;Palminópolis;20653;3417;11345;14534;2603;14374.20
2013;GO;Goiás;Panamá;29451;7198;21911;11841;7059;28341.96
2013;GO;Goiás;Paranaiguara;51424;8490;46134;30314;10304;15288.89
2013;GO;Goiás;Paraúna;319618;67676;126488;41270;29980;52351.90
2013;GO;Goiás;Perolândia;167667;54935;49814;16432;14521;98688.58
2013;GO;Goiás;Petrolina de Goiás;25079;10319;34322;31698;6547;10238.51
2013;GO;Goiás;Pilar de Goiás;19045;15092;9673;11318;9293;23833.62
2013;GO;Goiás;Piracanjuba;227354;70311;185607;78859;41961;24449.27
2013;GO;Goiás;Piranhas;61878;30883;103939;34911;23310;22531.51
2013;GO;Goiás;Pirenópolis;64759;67764;130429;69945;25299;14856.13
2013;GO;Goiás;Pires do Rio;56953;140017;264863;90235;72427;20656.77
2013;GO;Goiás;Planaltina;56207;78648;313202;277310;53306;9052.85
2013;GO;Goiás;Pontalina;109418;37466;110152;56736;22447;18942.97
2013;GO;Goiás;Porangatu;85012;113189;312325;131547;60275;15866.89
2013;GO;Goiás;Porteirão;142712;29196;37573;17188;10241;66231.47
2013;GO;Goiás;Portelândia;91821;15174;51135;16715;11131;46680.77
2013;GO;Goiás;Posse;27186;33777;169869;98208;30913;10677.32
2013;GO;Goiás;Professor Jamil;12601;3776;12472;12882;2685;13059.97
2013;GO;Goiás;Quirinópolis;261253;301083;461873;141813;125628;27965.67
2013;GO;Goiás;Rialma;16889;16298;66838;34135;14348;13625.74
2013;GO;Goiás;Rianápolis;7063;39303;38709;16702;13274;24236.55
2013;GO;Goiás;Rio Quente;7450;16453;150411;22281;27946;60295.34
2013;GO;Goiás;Rio Verde;1057187;1979638;2819996;708227;783357;37292.46
2013;GO;Goiás;Rubiataba;33754;48298;103157;58767;22977;13577.82
2013;GO;Goiás;Sanclerlândia;18370;14064;47014;24954;8486;14536.11
2013;GO;Goiás;Santa Bárbara de Goiás;10191;23352;32016;19570;9083;15399.22
2013;GO;Goiás;Santa Cruz de Goiás;64049;5040;13775;12508;3575;31471.92
2013;GO;Goiás;Santa Fé de Goiás;23993;107522;51958;18673;23875;44553.75
2013;GO;Goiás;Santa Helena de Goiás;201565;207853;311699;113307;68883;23775.00
2013;GO;Goiás;Santa Isabel;29445;3469;10913;14649;2749;16052.66
2013;GO;Goiás;Santa Rita do Araguaia;29071;7297;55233;23350;12020;16708.73
2013;GO;Goiás;Santa Rita do Novo Destino;24222;2169;6987;11892;1344;14120.95
2013;GO;Goiás;Santa Rosa de Goiás;10524;2254;9916;11518;1989;12823.44
2013;GO;Goiás;Santa Tereza de Goiás;11539;2120;13897;14806;2767;11503.67
2013;GO;Goiás;Santa Terezinha de Goiás;23530;5565;42491;30979;6832;10786.55
2013;GO;Goiás;Santo Antônio da Barra;51293;29575;23761;18257;12104;29067.93
2013;GO;Goiás;Santo Antônio de Goiás;12803;46899;24503;18271;5980;20646.09
2013;GO;Goiás;Santo Antônio do Descoberto;18845;55426;178366;212184;28247;7251.73
2013;GO;Goiás;São Domingos;25873;30541;26766;34625;4695;10194.70
2013;GO;Goiás;São Francisco de Goiás;13195;9766;31086;20925;6910;12966.20
2013;GO;Goiás;São João d'Aliança;79201;10960;37361;35205;6906;14793.12
2013;GO;Goiás;São João da Paraúna;12078;2515;6924;9192;1669;19635.57
2013;GO;Goiás;São Luís de Montes Belos;35399;130468;256332;95377;47948;17765.85
2013;GO;Goiás;São Luiz do Norte;24964;4287;15375;16629;2489;13051.62
2013;GO;Goiás;São Miguel do Araguaia;115676;23262;140436;74900;24850;16647.93
2013;GO;Goiás;São Miguel do Passa Quatro;50592;6687;17590;15040;4239;23925.67
2013;GO;Goiás;São Patrício;11238;2340;6382;9420;1280;14926.82
2013;GO;Goiás;São Simão;21749;1529662;182930;72846;59449;100937.41
2013;GO;Goiás;Senador Canedo;8992;525547;848276;396457;264963;21514.19
2013;GO;Goiás;Serranópolis;119562;31257;56378;28769;12931;31260.72
2013;GO;Goiás;Silvânia;200172;33101;167033;65311;33923;25007.05
2013;GO;Goiás;Simolândia;4953;3570;27405;21835;5763;9379.29
2013;GO;Goiás;Sítio d'Abadia;18962;2208;5741;11143;1308;13383.84
2013;GO;Goiás;Taquaral de Goiás;14388;5633;14341;14338;2955;14237.62
2013;GO;Goiás;Teresina de Goiás;2184;1155;5746;12277;986;6955.38
2013;GO;Goiás;Terezópolis de Goiás;7246;28541;52771;22133;14456;17547.11
2013;GO;Goiás;Três Ranchos;8520;2975;15046;13051;2076;14393.27
2013;GO;Goiás;Trindade;44673;411373;523704;290804;165249;12656.17
2013;GO;Goiás;Trombas;10757;1377;7186;13183;1425;9548.83
2013;GO;Goiás;Turvânia;38873;5958;17641;17312;4218;17153.71
2013;GO;Goiás;Turvelândia;108916;64425;44024;23226;21997;55269.92
2013;GO;Goiás;Uirapuru;16055;1320;6934;12789;1552;12943.48
2013;GO;Goiás;Uruaçu;77828;60002;302302;113050;56788;15699.04
2013;GO;Goiás;Uruana;38860;9882;54195;39479;9342;10699.27
2013;GO;Goiás;Urutaí;46033;3111;11022;12602;3042;24043.66
2013;GO;Goiás;Valparaíso de Goiás;673;188110;875094;417568;156463;11165.47
2013;GO;Goiás;Varjão;16429;2156;12460;13527;3039;12535.69
2013;GO;Goiás;Vianópolis;99215;27504;101235;42214;21749;22069.91
2013;GO;Goiás;Vicentinópolis;108739;34600;71619;28045;16418;32701.57
2013;GO;Goiás;Vila Boa;36560;12658;27162;19542;7311;19678.50
2013;GO;Goiás;Vila Propício;82319;14033;23204;17706;5707;26184.92
2013;DF;Distrito Federal;Brasília;612235;9690311;73716988;66783402;25103790;63054.41
2014;RO;Rondônia;Alta Floresta D'Oeste;122731;22048;87751;126477;18793;14727.86
2014;RO;Rondônia;Ariquemes;110862;347522;779941;487603;195603;18681.04
2014;RO;Rondônia;Cabixi;49746;4658;20211;34513;4350;17664.60
2014;RO;Rondônia;Cacoal;149459;186452;729112;416873;178754;19185.84
2014;RO;Rondônia;Cerejeiras;50427;23747;170216;87653;60374;21785.20
2014;RO;Rondônia;Colorado do Oeste;64797;28333;74563;89407;16658;14407.59
2014;RO;Rondônia;Corumbiara;97414;9622;25679;47048;7105;20907.14
2014;RO;Rondônia;Costa Marques;48665;6318;32675;75880;5067;10370.56
2014;RO;Rondônia;Espigão D'Oeste;98213;50675;133700;143538;36263;14428.48
2014;RO;Rondônia;Guajará-Mirim;36456;31454;273409;218874;85961;13985.10
2014;RO;Rondônia;Jaru;141213;161796;448608;261895;117148;20310.41
2014;RO;Rondônia;Ji-Paraná;120780;334781;1240057;579222;376406;20513.81
2014;RO;Rondônia;Machadinho D'Oeste;98833;39539;96746;169309;20363;11666.22
2014;RO;Rondônia;Nova Brasilândia D'Oeste;67829;15284;57954;101597;14590;11959.23
2014;RO;Rondônia;Ouro Preto do Oeste;101095;55433;210891;192298;41018;15014.61
2014;RO;Rondônia;Pimenta Bueno;65918;138381;326135;176592;130899;22506.72
2014;RO;Rondônia;Porto Velho;358715;2873511;5385336;2504109;1671356;25896.13
2014;RO;Rondônia;Presidente Médici;73757;36521;90586;108582;25267;14691.33
2014;RO;Rondônia;Rio Crespo;38930;3627;7226;22617;2297;20139.64
2014;RO;Rondônia;Rolim de Moura;76225;206830;378151;271809;91948;18366.20
2014;RO;Rondônia;Santa Luzia D'Oeste;50405;14177;21201;42572;4551;15266.01
2014;RO;Rondônia;Vilhena;85075;366817;922259;452431;298086;23660.80
2014;RO;Rondônia;São Miguel do Guaporé;100047;69344;99979;114911;26840;17271.86
2014;RO;Rondônia;Nova Mamoré;118137;21902;61330;125474;14559;12679.75
2014;RO;Rondônia;Alvorada D'Oeste;64977;9213;41091;82605;7632;11929.31
2014;RO;Rondônia;Alto Alegre dos Parecis;89592;11132;32290;69539;8660;15212.73
2014;RO;Rondônia;Alto Paraíso;53051;22859;51944;93805;11347;11743.66
2014;RO;Rondônia;Buritis;113789;34765;124789;173034;29583;12792.24
2014;RO;Rondônia;Novo Horizonte do Oeste;42155;7096;23590;49928;4898;12283.99
2014;RO;Rondônia;Cacaulândia;60097;3151;14110;34976;4654;18516.67
2014;RO;Rondônia;Campo Novo de Rondônia;83489;23829;22308;69087;5274;14486.68
2014;RO;Rondônia;Candeias do Jamari;48313;64043;69451;117188;18456;13466.74
2014;RO;Rondônia;Castanheiras;28319;2751;5406;21330;1944;16356.40
2014;RO;Rondônia;Chupinguaia;80337;35015;42591;56804;13606;23096.25
2014;RO;Rondônia;Cujubim;50877;62791;46900;94565;10531;13149.10
2014;RO;Rondônia;Governador Jorge Teixeira;72155;3644;14030;51900;3838;14095.66
2014;RO;Rondônia;Itapuã do Oeste;31468;19446;27103;49077;5941;13532.28
2014;RO;Rondônia;Ministro Andreazza;49165;10631;38530;56292;13144;15447.71
2014;RO;Rondônia;Mirante da Serra;48849;9149;39382;58263;7266;13122.94
2014;RO;Rondônia;Monte Negro;68751;22897;40693;76661;9405;13902.42
2014;RO;Rondônia;Nova União;39781;2738;10313;37958;3085;11953.98
2014;RO;Rondônia;Parecis;35980;3418;8176;28593;2651;14102.51
2014;RO;Rondônia;Pimenteiras do Oeste;43398;3690;8714;18564;2417;31572.14
2014;RO;Rondônia;Primavera de Rondônia;21219;1763;6630;21691;1552;14896.89
2014;RO;Rondônia;São Felipe D'Oeste;27602;2363;9789;31744;2358;11989.58
2014;RO;Rondônia;São Francisco do Guaporé;99101;12647;52630;89430;12812;14303.60
2014;RO;Rondônia;Seringueiras;51484;8395;35390;61925;9544;13293.33
2014;RO;Rondônia;Teixeirópolis;29093;3559;9417;27333;2672;14297.62
2014;RO;Rondônia;Theobroma;60418;3834;13250;55876;3769;12088.74
2014;RO;Rondônia;Urupá;64016;7030;30750;63282;6384;12804.23
2014;RO;Rondônia;Vale do Anari;32605;5528;14291;50365;3265;9928.27
2014;RO;Rondônia;Vale do Paraíso;51719;3614;14401;44120;3852;14135.41
2014;AC;Acre;Acrelândia;72633;16274;35807;77943;5163;15266.42
2014;AC;Acre;Assis Brasil;19746;2626;11014;38755;1192;11094.15
2014;AC;Acre;Brasiléia;66455;44931;85654;127892;15986;14582.83
2014;AC;Acre;Bujari;60971;3489;13845;49912;1677;14160.54
2014;AC;Acre;Capixaba;67205;6058;15338;58379;2087;14657.55
2014;AC;Acre;Cruzeiro do Sul;79024;110031;415168;448140;98302;14213.98
2014;AC;Acre;Epitaciolândia;37750;12081;98729;87591;21341;15684.47
2014;AC;Acre;Feijó;61135;15913;50081;175730;6645;9553.16
2014;AC;Acre;Jordão;9797;2581;8628;48224;1243;9614.35
2014;AC;Acre;Mâncio Lima;47086;12710;24823;99325;3785;11177.68
2014;AC;Acre;Manoel Urbano;21476;3845;16068;51309;1944;11116.13
2014;AC;Acre;Marechal Thaumaturgo;40796;6122;15406;98241;1811;9913.02
2014;AC;Acre;Plácido de Castro;63992;38001;29425;99853;5735;13182.40
2014;AC;Acre;Porto Walter;18939;3506;12651;59736;1666;9231.73
2014;AC;Acre;Rio Branco;153300;1011653;4137409;1977946;894464;22462.61
2014;AC;Acre;Rodrigues Alves;49634;6856;16975;95941;2099;10410.01
2014;AC;Acre;Santa Rosa do Purus;11859;1593;5023;34068;852;9546.73
2014;AC;Acre;Senador Guiomard;92763;43951;58667;115425;14868;15514.16
2014;AC;Acre;Sena Madureira;133375;28249;86115;220345;10697;11667.34
2014;AC;Acre;Tarauacá;70973;14963;79309;210063;11837;10134.45
2014;AC;Acre;Xapuri;67301;6514;27582;92030;3375;11364.67
2014;AC;Acre;Porto Acre;78681;9569;21343;90671;2942;12393.61
2014;AM;Amazonas;Alvarães;18103;14444;16428;57435;1363;7017.81
2014;AM;Amazonas;Amaturá;9233;2595;10073;40891;943;5987.95
2014;AM;Amazonas;Anamã;29214;3602;11645;40614;1006;7184.73
2014;AM;Amazonas;Anori;79912;5450;19016;63127;1462;8975.19
2014;AM;Amazonas;Apuí;68724;11951;37244;69695;5447;9530.12
2014;AM;Amazonas;Atalaia do Norte;37254;5018;15497;65895;1258;7074.53
2014;AM;Amazonas;Autazes;45112;12045;43155;132941;5764;6584.31
2014;AM;Amazonas;Barcelos;23853;7720;22854;91355;2197;5425.90
2014;AM;Amazonas;Barreirinha;49658;9103;31303;117056;3440;6971.70
2014;AM;Amazonas;Benjamin Constant;60526;14348;44577;145724;5461;7023.47
2014;AM;Amazonas;Beruri;21621;5591;19930;71995;1851;6814.30
2014;AM;Amazonas;Boa Vista do Ramos;15709;3753;15702;61804;1416;5704.08
2014;AM;Amazonas;Boca do Acre;55504;31182;61899;120234;9024;8381.87
2014;AM;Amazonas;Borba;61168;10102;42648;135492;5513;6589.21
2014;AM;Amazonas;Caapiranga;57481;5758;16588;49389;1388;10692.96
2014;AM;Amazonas;Canutama;10713;5592;14387;56099;1422;5902.91
2014;AM;Amazonas;Carauari;62885;19433;49307;96417;7605;8523.99
2014;AM;Amazonas;Careiro;42644;10071;36908;123326;4569;6052.56
2014;AM;Amazonas;Careiro da Várzea;115871;9416;19277;94273;2594;8825.18
2014;AM;Amazonas;Coari;92071;1835700;651508;410761;115170;37772.15
2014;AM;Amazonas;Codajás;511875;11705;32538;92779;2959;24840.16
2014;AM;Amazonas;Eirunepé;197076;12436;44551;124540;4247;11401.14
2014;AM;Amazonas;Envira;32834;5794;19394;66879;-21;6778.85
2014;AM;Amazonas;Fonte Boa;26939;7119;26190;87834;3538;7120.03
2014;AM;Amazonas;Guajará;19667;4120;15692;59795;988;6443.18
2014;AM;Amazonas;Humaitá;91964;25617;116733;170688;17859;8418.49
2014;AM;Amazonas;Ipixuna;10780;3315;13811;82669;1685;4298.19
2014;AM;Amazonas;Iranduba;145168;80522;108943;175463;19438;11702.40
2014;AM;Amazonas;Itacoatiara;386813;205657;529731;362478;106360;16622.85
2014;AM;Amazonas;Itamarati;23851;3712;11961;35134;1318;9259.74
2014;AM;Amazonas;Itapiranga;25838;4225;15424;33111;1944;9086.44
2014;AM;Amazonas;Japurá;14587;2708;9295;30345;1227;10387.96
2014;AM;Amazonas;Juruá;17782;3925;11826;48909;2393;6624.01
2014;AM;Amazonas;Jutaí;76455;8441;25374;70157;1786;10732.90
2014;AM;Amazonas;Lábrea;154830;13306;51947;142414;6079;8684.83
2014;AM;Amazonas;Manacapuru;609528;89440;229786;312242;23415;13596.41
2014;AM;Amazonas;Manaquiri;80314;7994;22005;94112;2368;7525.20
2014;AM;Amazonas;Manaus;203775;21651475;24095703;7235051;14232890;33370.72
2014;AM;Amazonas;Manicoré;167080;27835;75934;182053;6607;8802.87
2014;AM;Amazonas;Maraã;23459;4603;14344;73652;1667;6409.62
2014;AM;Amazonas;Maués;72976;21123;73658;213064;8558;6618.27
2014;AM;Amazonas;Nhamundá;22230;5458;21535;69522;2371;6032.32
2014;AM;Amazonas;Nova Olinda do Norte;24129;9230;31764;118003;4645;5442.93
2014;AM;Amazonas;Novo Airão;19234;5465;24860;60584;2314;6538.57
2014;AM;Amazonas;Novo Aripuanã;38646;7385;19978;80756;2682;6251.71
2014;AM;Amazonas;Parintins;250195;55772;243787;394118;31925;8837.87
2014;AM;Amazonas;Pauini;42277;5352;18526;68851;1552;7088.41
2014;AM;Amazonas;Presidente Figueiredo;126393;209247;126461;176029;24698;20776.36
2014;AM;Amazonas;Rio Preto da Eva;162224;27180;69935;100202;11357;12458.34
2014;AM;Amazonas;Santa Isabel do Rio Negro;36858;4143;13694;70826;-2302;5677.76
2014;AM;Amazonas;Santo Antônio do Içá;23247;5410;21615;92464;3375;6086.67
2014;AM;Amazonas;São Gabriel da Cachoeira;17417;12930;62017;156413;8457;6075.15
2014;AM;Amazonas;São Paulo de Olivença;22930;7581;26430;130885;3043;5337.97
2014;AM;Amazonas;São Sebastião do Uatumã;19786;5034;12615;45439;1337;6763.33
2014;AM;Amazonas;Silves;21599;3368;11833;36637;1261;8286.96
2014;AM;Amazonas;Tabatinga;14260;24222;104051;209673;14422;6142.82
2014;AM;Amazonas;Tapauá;82398;7715;24113;73746;1802;10389.51
2014;AM;Amazonas;Tefé;145249;144463;173311;225525;22448;11346.51
2014;AM;Amazonas;Tonantins;12673;4079;16597;71903;1939;5850.44
2014;AM;Amazonas;Uarini;35334;5983;21037;56760;2340;9369.34
2014;AM;Amazonas;Urucará;186461;12449;27267;72372;3757;17510.81
2014;AM;Amazonas;Urucurituba;26650;5131;18231;68241;1158;5790.78
2014;RR;Roraima;Amajari;20207;1020;7657;75941;1191;9888.63
2014;RR;Roraima;Alto Alegre;27087;5211;20990;132522;4548;11677.64
2014;RR;Roraima;Boa Vista;37179;890682;3127166;2658786;639432;23351.05
2014;RR;Roraima;Bonfim;56649;8688;18936;97558;3603;15941.65
2014;RR;Roraima;Cantá;26503;11528;25806;125667;11136;12719.62
2014;RR;Roraima;Caracaraí;33602;10400;48568;164168;10307;13364.91
2014;RR;Roraima;Caroebe;32461;6505;16759;73070;3316;14683.96
2014;RR;Roraima;Iracema;15368;7227;15169;79621;2132;11900.53
2014;RR;Roraima;Mucajaí;25122;10294;37469;121735;11232;12756.52
2014;RR;Roraima;Normandia;15346;3030;10805;80688;785;11117.54
2014;RR;Roraima;Pacaraima;6591;6098;25648;96817;4286;11951.52
2014;RR;Roraima;Rorainópolis;55144;36778;81447;217700;45557;16285.31
2014;RR;Roraima;São João da Baliza;12719;7998;23185;62145;10581;15758.38
2014;RR;Roraima;São Luiz;16293;2951;14397;58088;2351;12871.90
2014;RR;Roraima;Uiramutã;6239;1625;4904;73076;638;9290.17
2014;PA;Pará;Abaetetuba;125398;60021;391209;400442;79489;7097.05
2014;PA;Pará;Abel Figueiredo;18933;6452;17373;22578;4037;9812.22
2014;PA;Pará;Acará;296399;31462;76629;158513;14252;10680.63
2014;PA;Pará;Afuá;107846;21485;37298;125644;9039;8142.71
2014;PA;Pará;Água Azul do Norte;112019;65390;40622;69989;32431;12275.47
2014;PA;Pará;Alenquer;233383;24902;93127;167873;12556;9784.96
2014;PA;Pará;Almeirim;44629;162617;119072;119532;56997;15025.60
2014;PA;Pará;Altamira;217978;2047423;1088449;322858;272103;36984.97
2014;PA;Pará;Anajás;36805;11063;26807;84539;7947;6179.47
2014;PA;Pará;Ananindeua;11752;1027552;2890835;1180660;662096;11550.96
2014;PA;Pará;Anapu;86290;27598;56439;71618;15347;10491.00
2014;PA;Pará;Augusto Corrêa;64532;12069;41061;127896;6111;5831.88
2014;PA;Pará;Aurora do Pará;103530;16335;31956;82506;5996;8294.47
2014;PA;Pará;Aveiro;27130;3367;9592;50805;1104;5765.75
2014;PA;Pará;Bagre;41940;4626;18255;72308;2276;5070.95
2014;PA;Pará;Baião;86614;9257;39371;116856;6762;6088.96
2014;PA;Pará;Bannach;35534;1100;6884;13789;1316;17748.91
2014;PA;Pará;Barcarena;78492;1634683;1021477;371067;797264;34563.85
2014;PA;Pará;Belém;59900;4307069;16214542;3794342;4311635;20021.36
2014;PA;Pará;Belterra;148453;13986;31490;54121;3526;14865.10
2014;PA;Pará;Benevides;5240;361626;311194;156108;216157;18300.57
2014;PA;Pará;Bom Jesus do Tocantins;40455;4346;26266;45180;4899;7536.74
2014;PA;Pará;Bonito;18500;3789;12483;38299;8373;5433.27
2014;PA;Pará;Bragança;204294;59945;293743;306353;47878;7593.92
2014;PA;Pará;Brasil Novo;69470;7383;46409;48463;10168;12014.82
2014;PA;Pará;Brejo Grande do Araguaia;16781;1974;13842;21545;2716;7834.02
2014;PA;Pará;Breu Branco;68867;183653;115318;169101;21032;9353.91
2014;PA;Pará;Breves;43441;42076;172694;330142;33229;6384.95
2014;PA;Pará;Bujaru;231732;24594;42896;75515;6043;13923.02
2014;PA;Pará;Cachoeira do Piriá;31280;4836;19590;83913;3233;4694.41
2014;PA;Pará;Cachoeira do Arari;60794;3795;18700;61427;1866;6632.68
2014;PA;Pará;Cametá;230305;31067;191574;366225;29353;6569.51
2014;PA;Pará;Canaã dos Carajás;44953;1894072;469279;169376;225241;86600.78
2014;PA;Pará;Capanema;23444;177762;422100;169488;121379;13865.40
2014;PA;Pará;Capitão Poço;108491;21242;102291;132704;16295;7241.58
2014;PA;Pará;Castanhal;88652;418954;1302344;523731;376179;14499.37
2014;PA;Pará;Chaves;62725;4764;10518;66534;2733;6603.68
2014;PA;Pará;Colares;11302;2008;11643;34331;1103;5187.46
2014;PA;Pará;Conceição do Araguaia;68380;66796;167903;123260;37612;10020.12
2014;PA;Pará;Concórdia do Pará;63167;17477;57065;99965;11731;8097.30
2014;PA;Pará;Cumaru do Norte;140502;5401;15634;40164;3627;17012.86
2014;PA;Pará;Curionópolis;55881;25855;52966;57310;14373;11566.07
2014;PA;Pará;Curralinho;38214;4670;25322;94156;3706;5256.82
2014;PA;Pará;Curuá;26419;2424;13250;43246;1981;6549.12
2014;PA;Pará;Curuçá;62564;7726;43711;100148;5902;5917.27
2014;PA;Pará;Dom Eliseu;98345;32631;155974;158253;30805;8574.72
2014;PA;Pará;Eldorado do Carajás;58024;38841;63888;90718;21314;8382.01
2014;PA;Pará;Faro;8390;1971;7815;23888;857;5719.76
2014;PA;Pará;Floresta do Araguaia;107866;82826;53187;57419;12565;16514.78
2014;PA;Pará;Garrafão do Norte;48330;7421;37159;84182;5142;7200.91
2014;PA;Pará;Goianésia do Pará;52772;38399;83364;123220;20272;8537.85
2014;PA;Pará;Gurupá;45927;5785;29930;95117;4849;5824.13
2014;PA;Pará;Igarapé-Açu;61858;26416;70260;94886;17971;7312.71
2014;PA;Pará;Igarapé-Miri;119490;15550;74580;186143;15647;6857.06
2014;PA;Pará;Inhangapi;35603;7792;10516;29947;2542;7943.98
2014;PA;Pará;Ipixuna do Pará;145295;110965;65603;150363;15177;8609.39
2014;PA;Pará;Irituia;37074;7233;42317;81963;6834;5543.55
2014;PA;Pará;Itaituba;219165;281765;521357;281104;129667;14562.86
2014;PA;Pará;Itupiranga;142533;36250;88307;141348;15760;8198.15
2014;PA;Pará;Jacareacanga;23381;6032;20298;107669;20469;4286.86
2014;PA;Pará;Jacundá;48228;37463;145710;152694;31150;7522.01
2014;PA;Pará;Juruti;293400;230517;187935;162559;30793;17158.67
2014;PA;Pará;Limoeiro do Ajuru;248208;3943;19846;79096;3654;13157.77
2014;PA;Pará;Mãe do Rio;22527;23732;105001;88948;24299;9184.27
2014;PA;Pará;Magalhães Barata;19189;2095;10514;22763;979;6723.98
2014;PA;Pará;Marabá;224232;2078941;2378760;802474;829431;24561.54
2014;PA;Pará;Maracanã;47862;6852;31708;90294;4459;6325.33
2014;PA;Pará;Marapanim;42032;7572;41422;89140;5330;6804.17
2014;PA;Pará;Marituba;3420;185750;704827;342554;181733;11789.06
2014;PA;Pará;Medicilândia;303286;24643;81617;81320;11484;17061.19
2014;PA;Pará;Melgaço;18769;3985;18189;90620;2736;5139.07
2014;PA;Pará;Mocajuba;89343;6793;39449;78540;6164;7613.75
2014;PA;Pará;Moju;154421;84140;143771;226301;42654;8558.76
2014;PA;Pará;Mojuí dos Campos;139461;12034;29776;43894;3530;14907.39
2014;PA;Pará;Monte Alegre;217485;30643;120308;174777;20543;10025.72
2014;PA;Pará;Muaná;81146;7412;23814;96920;3595;5705.25
2014;PA;Pará;Nova Esperança do Piriá;52183;6453;25027;60446;4019;7192.04
2014;PA;Pará;Nova Ipixuna;23458;8631;25863;47653;5833;7128.84
2014;PA;Pará;Nova Timboteua;23049;5103;22973;40918;3544;6604.96
2014;PA;Pará;Novo Progresso;134664;35659;138207;81539;34482;16868.04
2014;PA;Pará;Novo Repartimento;234864;39093;146616;203336;33590;9492.23
2014;PA;Pará;Óbidos;183687;33838;93016;148021;18883;9488.74
2014;PA;Pará;Oeiras do Pará;142798;9779;32254;95378;5232;9361.78
2014;PA;Pará;Oriximiná;167011;467808;472673;223272;78720;20746.32
2014;PA;Pará;Ourém;54236;14037;33730;43632;5884;8920.28
2014;PA;Pará;Ourilândia do Norte;39799;464339;184686;97104;33516;27159.97
2014;PA;Pará;Pacajá;149095;23991;69397;119471;16559;8616.27
2014;PA;Pará;Palestina do Pará;12412;3553;8701;21705;1225;6393.81
2014;PA;Pará;Paragominas;215222;683521;649246;321976;149339;19155.40
